"","region_code","region_name","region_level","n_species","n_checklists"
"2299","US-TN-109","McNairy","subnational2",178,293
"2300","US-TN-003","Bedford","subnational2",177,765
"2301","US-TN-069","Hardeman","subnational2",177,323
"2302","US-TN-057","Grainger","subnational2",176,571
"2303","US-TN-033","Crockett","subnational2",174,201
"2304","US-TN-129","Morgan","subnational2",174,741
"2305","US-TN-061","Grundy","subnational2",173,323
"2306","US-TN-027","Clay","subnational2",171,608
"2307","US-TN-081","Hickman","subnational2",168,398
"2308","US-TN-117","Marshall","subnational2",165,358
"2309","US-TN-107","McMinn","subnational2",165,558
"2310","US-TN-049","Fentress","subnational2",164,342
"2311","US-TN-147","Robertson","subnational2",163,413
"2312","US-TN-087","Jackson","subnational2",161,345
"2313","US-TN-137","Pickett","subnational2",160,147
"2314","US-TN-015","Cannon","subnational2",159,200
"2315","US-TN-153","Sequatchie","subnational2",154,269
"2316","US-TN-181","Wayne","subnational2",154,190
"2317","US-TN-025","Claiborne","subnational2",150,228
"2318","US-TN-023","Chester","subnational2",148,95
"2319","US-TN-127","Moore","subnational2",145,236
"2320","US-TN-083","Houston","subnational2",144,139
"2321","US-TN-169","Trousdale","subnational2",143,102
"2322","US-TN-055","Giles","subnational2",142,276
"2323","US-TN-111","Macon","subnational2",140,102
"2324","US-TN-067","Hancock","subnational2",121,75
"2325","US-GA-127","Glynn","subnational2",353,23920
"2326","US-GA-051","Chatham","subnational2",345,17182
"2327","US-GA-191","McIntosh","subnational2",327,8975
"2328","US-GA-179","Liberty","subnational2",302,3096
"2329","US-GA-039","Camden","subnational2",296,4502
"2330","US-GA-015","Bartow","subnational2",267,7858
"2331","US-GA-067","Cobb","subnational2",266,19809
"2332","US-GA-021","Bibb","subnational2",264,11734
"2333","US-GA-063","Clayton","subnational2",264,14083
"2334","US-GA-245","Richmond","subnational2",264,6616
"2335","US-GA-059","Clarke","subnational2",260,22643
"2336","US-GA-215","Muscogee","subnational2",259,5338
"2337","US-GA-117","Forsyth","subnational2",257,4663
"2338","US-GA-213","Murray","subnational2",256,4578
"2339","US-GA-095","Dougherty","subnational2",252,6255
"2340","US-GA-121","Fulton","subnational2",252,20780
"2341","US-GA-115","Floyd","subnational2",251,2515
"2342","US-GA-135","Gwinnett","subnational2",248,14597
"2343","US-GA-089","DeKalb","subnational2",247,21191
"2344","US-GA-087","Decatur","subnational2",241,3533
"2345","US-GA-029","Bryan","subnational2",239,932
"2346","US-GA-177","Lee","subnational2",238,1665
"2347","US-GA-129","Gordon","subnational2",236,2410
"2348","US-GA-285","Troup","subnational2",235,1656
"2349","US-GA-133","Greene","subnational2",234,2265
"2350","US-GA-259","Stewart","subnational2",234,818
"2351","US-GA-033","Burke","subnational2",233,1406
"2352","US-GA-207","Monroe","subnational2",232,1985
"2353","US-GA-151","Henry","subnational2",231,2584
"2354","US-GA-219","Oconee","subnational2",230,9634
"2355","US-GA-031","Bulloch","subnational2",229,3039
"2356","US-GA-057","Cherokee","subnational2",228,8497
"2357","US-GA-185","Lowndes","subnational2",228,2162
"2358","US-GA-247","Rockdale","subnational2",222,1547
"2359","US-GA-077","Coweta","subnational2",221,4655
"2360","US-GA-175","Laurens","subnational2",220,1702
"2361","US-GA-007","Baker","subnational2",218,859
"2362","US-GA-139","Hall","subnational2",218,6892
"2363","US-GA-297","Walton","subnational2",218,1610
"2364","US-GA-157","Jackson","subnational2",216,1185
"2365","US-GA-049","Charlton","subnational2",214,1421
"2366","US-GA-211","Morgan","subnational2",212,2562
"2367","US-GA-085","Dawson","subnational2",207,1890
"2368","US-GA-237","Putnam","subnational2",207,758
"2369","US-GA-295","Walker","subnational2",206,919
"2370","US-GA-045","Carroll","subnational2",205,2093
"2371","US-GA-153","Houston","subnational2",204,1304
"2372","US-GA-159","Jasper","subnational2",204,1114
"2373","US-GA-193","Macon","subnational2",203,1270
"2374","US-GA-241","Rabun","subnational2",203,3626
"2375","US-GA-169","Jones","subnational2",202,1489
"2376","US-GA-073","Columbia","subnational2",201,3343
"2377","US-GA-217","Newton","subnational2",201,753
"2378","US-GA-113","Fayette","subnational2",199,1405
"2379","US-GA-047","Catoosa","subnational2",198,2527
"2380","US-GA-221","Oglethorpe","subnational2",198,2068
"2381","US-GA-261","Sumter","subnational2",198,1007
"2382","US-GA-147","Hart","subnational2",196,627
"2383","US-GA-313","Whitfield","subnational2",196,1612
"2384","US-GA-019","Berrien","subnational2",195,673
"2385","US-GA-145","Harris","subnational2",195,1105
"2386","US-GA-201","Miller","subnational2",195,1036
"2387","US-GA-061","Clay","subnational2",193,566
"2388","US-GA-099","Early","subnational2",189,538
"2389","US-GA-131","Grady","subnational2",189,521
"2390","US-GA-199","Meriwether","subnational2",189,721
"2391","US-GA-267","Tattnall","subnational2",189,849
"2392","US-GA-253","Seminole","subnational2",188,488
"2393","US-GA-281","Towns","subnational2",188,1447
"2394","US-GA-277","Tift","subnational2",187,1115
"2395","US-GA-291","Union","subnational2",187,2023
"2396","US-GA-013","Barrow","subnational2",185,785
"2397","US-GA-111","Fannin","subnational2",185,1232
"2398","US-GA-227","Pickens","subnational2",185,1629
"2399","US-GA-303","Washington","subnational2",185,883
"2400","US-GA-097","Douglas","subnational2",183,603
"2401","US-GA-027","Brooks","subnational2",182,882
"2402","US-GA-009","Baldwin","subnational2",180,1176
"2403","US-GA-035","Butts","subnational2",180,2053
"2404","US-GA-105","Elbert","subnational2",180,451
"2405","US-GA-123","Gilmer","subnational2",179,1495
"2406","US-GA-289","Twiggs","subnational2",179,550
"2407","US-GA-293","Upson","subnational2",179,561
"2408","US-GA-053","Chattahoochee","subnational2",178,348
"2409","US-GA-075","Cook","subnational2",178,418
"2410","US-GA-205","Mitchell","subnational2",177,551
"2411","US-GA-195","Madison","subnational2",176,664
"2412","US-GA-187","Lumpkin","subnational2",175,602
"2413","US-GA-251","Screven","subnational2",174,487
"2414","US-GA-081","Crisp","subnational2",173,661
"2415","US-GA-107","Emanuel","subnational2",173,570
"2416","US-GA-163","Jefferson","subnational2",172,729
"2417","US-GA-255","Spalding","subnational2",171,667
"2418","US-GA-093","Dooly","subnational2",170,411
"2419","US-GA-103","Effingham","subnational2",170,436
"2420","US-GA-183","Long","subnational2",169,531
"2421","US-GA-249","Schley","subnational2",169,745
"2422","US-GA-171","Lamar","subnational2",168,3409
"2423","US-GA-137","Habersham","subnational2",167,586
"2424","US-GA-001","Appling","subnational2",163,417
"2425","US-GA-109","Evans","subnational2",163,299
"2426","US-GA-263","Talbot","subnational2",163,183
"2427","US-GA-275","Thomas","subnational2",163,506
"2428","US-GA-065","Clinch","subnational2",162,599
"2429","US-GA-165","Jenkins","subnational2",161,221
"2430","US-GA-239","Quitman","subnational2",161,300
"2431","US-GA-189","McDuffie","subnational2",160,232
"2432","US-GA-311","White","subnational2",160,812
"2433","US-GA-071","Colquitt","subnational2",159,236
"2434","US-GA-023","Bleckley","subnational2",158,1349
"2435","US-GA-149","Heard","subnational2",158,259
"2436","US-GA-257","Stephens","subnational2",156,291
"2437","US-GA-083","Dade","subnational2",155,425
"2438","US-GA-305","Wayne","subnational2",155,249
"2439","US-GA-319","Wilkinson","subnational2",155,155
"2440","US-GA-181","Lincoln","subnational2",154,319
"2441","US-GA-225","Peach","subnational2",154,417
"2442","US-GA-299","Ware","subnational2",153,542
"2443","US-GA-037","Calhoun","subnational2",151,265
"2444","US-GA-119","Franklin","subnational2",151,312
"2445","US-GA-321","Worth","subnational2",149,492
"2446","US-GA-011","Banks","subnational2",148,270
"2447","US-GA-231","Pike","subnational2",148,238
"2448","US-GA-055","Chattooga","subnational2",147,402
"2449","US-GA-091","Dodge","subnational2",147,280
"2450","US-GA-233","Polk","subnational2",147,305
"2451","US-GA-269","Taylor","subnational2",147,255
"2452","US-GA-223","Paulding","subnational2",145,699
"2453","US-GA-043","Candler","subnational2",144,417
"2454","US-GA-017","Ben Hill","subnational2",142,161
"2455","US-GA-069","Coffee","subnational2",142,209
"2456","US-GA-287","Turner","subnational2",142,1160
"2457","US-GA-243","Randolph","subnational2",140,247
"2458","US-GA-141","Hancock","subnational2",139,221
"2459","US-GA-273","Terrell","subnational2",139,248
"2460","US-GA-161","Jeff Davis","subnational2",138,207
"2461","US-GA-173","Lanier","subnational2",138,135
"2462","US-GA-235","Pulaski","subnational2",136,139
"2463","US-GA-271","Telfair","subnational2",135,391
"2464","US-GA-155","Irwin","subnational2",133,151
"2465","US-GA-279","Toombs","subnational2",133,449
"2466","US-GA-265","Taliaferro","subnational2",132,181
"2467","US-GA-309","Wheeler","subnational2",132,125
"2468","US-GA-317","Wilkes","subnational2",131,215
"2469","US-GA-025","Brantley","subnational2",130,404
"2470","US-GA-301","Warren","subnational2",128,178
"2471","US-GA-101","Echols","subnational2",126,154
"2472","US-GA-315","Wilcox","subnational2",126,208
"2473","US-GA-167","Johnson","subnational2",125,322
"2474","US-GA-197","Marion","subnational2",125,221
"2475","US-GA-209","Montgomery","subnational2",121,1224
"2476","US-GA-229","Pierce","subnational2",121,151
"2477","US-GA-125","Glascock","subnational2",119,144
"2478","US-GA-003","Atkinson","subnational2",117,159
"2479","US-GA-079","Crawford","subnational2",117,157
"2480","US-GA-143","Haralson","subnational2",116,202
"2481","US-GA-307","Webster","subnational2",116,110
"2482","US-GA-283","Treutlen","subnational2",115,168
"2483","US-GA-005","Bacon","subnational2",93,106
"2484","US-MT-071","Phillips","subnational2",318,3076
"2485","US-MT-029","Flathead","subnational2",310,13965
"2486","US-MT-105","Valley","subnational2",302,4466
"2487","US-MT-013","Cascade","subnational2",299,7908
"2488","US-MT-035","Glacier","subnational2",297,9077
"2489","US-MT-111","Yellowstone","subnational2",294,5813
"2490","US-MT-063","Missoula","subnational2",293,28607
"2491","US-MT-031","Gallatin","subnational2",292,25054
"2492","US-MT-049","Lewis and Clark","subnational2",290,9046
"2493","US-MT-099","Teton","subnational2",285,2066
"2494","US-MT-047","Lake","subnational2",282,5052
"2495","US-MT-067","Park","subnational2",280,4865
"2496","US-MT-081","Ravalli","subnational2",280,6758
"2497","US-MT-057","Madison","subnational2",274,4246
"2498","US-MT-001","Beaverhead","subnational2",272,2381
"2499","US-MT-077","Powell","subnational2",270,2235
"2500","US-MT-009","Carbon","subnational2",267,2118
"2501","US-MT-091","Sheridan","subnational2",265,1420
"2502","US-MT-023","Deer Lodge","subnational2",256,3013
"2503","US-MT-095","Stillwater","subnational2",250,1245
"2504","US-MT-007","Broadwater","subnational2",249,1329
"2505","US-MT-089","Sanders","subnational2",245,1089
"2506","US-MT-053","Lincoln","subnational2",242,1646
"2507","US-MT-101","Toole","subnational2",242,3368
"2508","US-MT-003","Big Horn","subnational2",236,882
"2509","US-MT-043","Jefferson","subnational2",235,6534
"2510","US-MT-027","Fergus","subnational2",233,1558
"2511","US-MT-015","Chouteau","subnational2",226,396
"2512","US-MT-017","Custer","subnational2",221,639
"2513","US-MT-065","Musselshell","subnational2",214,948
"2514","US-MT-059","Meagher","subnational2",213,963
"2515","US-MT-073","Pondera","subnational2",213,811
"2516","US-MT-039","Granite","subnational2",210,708
"2517","US-MT-055","McCone","subnational2",207,386
"2518","US-MT-085","Roosevelt","subnational2",207,325
"2519","US-MT-097","Sweet Grass","subnational2",205,657
"2520","US-MT-033","Garfield","subnational2",202,407
"2521","US-MT-041","Hill","subnational2",202,268
"2522","US-MT-087","Rosebud","subnational2",201,474
"2523","US-MT-093","Silver Bow","subnational2",200,680
"2524","US-MT-069","Petroleum","subnational2",197,217
"2525","US-MT-107","Wheatland","subnational2",195,753
"2526","US-MT-005","Blaine","subnational2",194,388
"2527","US-MT-011","Carter","subnational2",191,265
"2528","US-MT-037","Golden Valley","subnational2",189,348
"2529","US-MT-083","Richland","subnational2",188,250
"2530","US-MT-045","Judith Basin","subnational2",179,251
"2531","US-MT-061","Mineral","subnational2",179,1863
"2532","US-MT-075","Powder River","subnational2",179,198
"2533","US-MT-021","Dawson","subnational2",172,290
"2534","US-MT-051","Liberty","subnational2",171,323
"2535","US-MT-079","Prairie","subnational2",171,108
"2536","US-MT-025","Fallon","subnational2",164,151
"2537","US-MT-019","Daniels","subnational2",162,327
"2538","US-MT-103","Treasure","subnational2",137,93
"2539","US-MT-109","Wibaux","subnational2",124,104
"2540","US-MN-137","St. Louis","subnational2",344,90535
"2541","US-MN-053","Hennepin","subnational2",330,48564
"2542","US-MN-037","Dakota","subnational2",316,23827
"2543","US-MN-075","Lake","subnational2",297,9697
"2544","US-MN-163","Washington","subnational2",293,17915
"2545","US-MN-109","Olmsted","subnational2",290,10810
"2546","US-MN-019","Carver","subnational2",288,8147
"2547","US-MN-003","Anoka","subnational2",287,8679
"2548","US-MN-027","Clay","subnational2",287,2766
"2549","US-MN-123","Ramsey","subnational2",285,13995
"2550","US-MN-119","Polk","subnational2",284,5148
"2551","US-MN-139","Scott","subnational2",284,5301
"2552","US-MN-031","Cook","subnational2",282,4878
"2553","US-MN-083","Lyon","subnational2",281,1501
"2554","US-MN-135","Roseau","subnational2",281,1995
"2555","US-MN-021","Cass","subnational2",279,2641
"2556","US-MN-073","Lac qui Parle","subnational2",276,1970
"2557","US-MN-131","Rice","subnational2",275,5889
"2558","US-MN-141","Sherburne","subnational2",275,3587
"2559","US-MN-005","Becker","subnational2",274,2718
"2560","US-MN-049","Goodhue","subnational2",274,4583
"2561","US-MN-001","Aitkin","subnational2",273,2498
"2562","US-MN-035","Crow Wing","subnational2",272,3718
"2563","US-MN-089","Marshall","subnational2",271,2473
"2564","US-MN-145","Stearns","subnational2",270,3325
"2565","US-MN-007","Beltrami","subnational2",269,1806
"2566","US-MN-169","Winona","subnational2",269,2203
"2567","US-MN-013","Blue Earth","subnational2",266,1626
"2568","US-MN-067","Kandiyohi","subnational2",266,1750
"2569","US-MN-111","Otter Tail","subnational2",266,2226
"2570","US-MN-173","Yellow Medicine","subnational2",266,890
"2571","US-MN-069","Kittson","subnational2",265,1036
"2572","US-MN-103","Nicollet","subnational2",264,842
"2573","US-MN-171","Wright","subnational2",264,2897
"2574","US-MN-063","Jackson","subnational2",263,1239
"2575","US-MN-115","Pine","subnational2",262,2265
"2576","US-MN-015","Brown","subnational2",261,646
"2577","US-MN-079","Le Sueur","subnational2",261,928
"2578","US-MN-157","Wabasha","subnational2",261,1484
"2579","US-MN-025","Chisago","subnational2",259,3813
"2580","US-MN-051","Grant","subnational2",257,1091
"2581","US-MN-147","Steele","subnational2",257,2427
"2582","US-MN-077","Lake of the Woods","subnational2",255,410
"2583","US-MN-055","Houston","subnational2",254,1693
"2584","US-MN-099","Mower","subnational2",251,912
"2585","US-MN-143","Sibley","subnational2",251,720
"2586","US-MN-029","Clearwater","subnational2",250,987
"2587","US-MN-011","Big Stone","subnational2",249,2451
"2588","US-MN-101","Murray","subnational2",249,513
"2589","US-MN-133","Rock","subnational2",249,709
"2590","US-MN-041","Douglas","subnational2",248,1959
"2591","US-MN-033","Cottonwood","subnational2",247,1700
"2592","US-MN-043","Faribault","subnational2",247,939
"2593","US-MN-085","McLeod","subnational2",247,1253
"2594","US-MN-093","Meeker","subnational2",247,1035
"2595","US-MN-057","Hubbard","subnational2",246,1478
"2596","US-MN-153","Todd","subnational2",246,2336
"2597","US-MN-095","Mille Lacs","subnational2",245,1133
"2598","US-MN-081","Lincoln","subnational2",244,508
"2599","US-MN-097","Morrison","subnational2",244,3551
"2600","US-MN-113","Pennington","subnational2",244,862
"2601","US-MN-167","Wilkin","subnational2",244,545
"2602","US-MN-061","Itasca","subnational2",240,2182
"2603","US-MN-129","Renville","subnational2",239,652
"2604","US-MN-117","Pipestone","subnational2",238,751
"2605","US-MN-009","Benton","subnational2",237,978
"2606","US-MN-149","Stevens","subnational2",236,883
"2607","US-MN-047","Freeborn","subnational2",233,743
"2608","US-MN-017","Carlton","subnational2",231,2578
"2609","US-MN-071","Koochiching","subnational2",230,720
"2610","US-MN-151","Swift","subnational2",229,488
