"","region_code","region_name","region_level","n_species","n_checklists"
"1755","US-AL-047","Dallas","subnational2",155,150
"1756","US-AL-013","Butler","subnational2",154,157
"1757","US-AL-109","Pike","subnational2",153,295
"1758","US-AL-129","Washington","subnational2",153,301
"1759","US-AL-127","Walker","subnational2",152,236
"1760","US-AL-035","Conecuh","subnational2",150,152
"1761","US-AL-107","Pickens","subnational2",149,156
"1762","US-AL-027","Clay","subnational2",148,1160
"1763","US-AL-063","Greene","subnational2",147,387
"1764","US-AL-007","Bibb","subnational2",146,436
"1765","US-AL-009","Blount","subnational2",146,479
"1766","US-AL-021","Chilton","subnational2",144,352
"1767","US-AL-041","Crenshaw","subnational2",143,199
"1768","US-AL-031","Coffee","subnational2",135,345
"1769","US-AL-057","Fayette","subnational2",134,87
"1770","US-AL-075","Lamar","subnational2",134,89
"1771","US-ME-005","Cumberland","subnational2",373,55148
"1772","US-ME-031","York","subnational2",368,44732
"1773","US-ME-015","Lincoln","subnational2",342,15107
"1774","US-ME-013","Knox","subnational2",338,14620
"1775","US-ME-029","Washington","subnational2",336,13704
"1776","US-ME-023","Sagadahoc","subnational2",332,10700
"1777","US-ME-009","Hancock","subnational2",329,39521
"1778","US-ME-027","Waldo","subnational2",289,19306
"1779","US-ME-019","Penobscot","subnational2",283,17392
"1780","US-ME-011","Kennebec","subnational2",267,15659
"1781","US-ME-003","Aroostook","subnational2",253,4301
"1782","US-ME-017","Oxford","subnational2",241,7473
"1783","US-ME-025","Somerset","subnational2",239,3894
"1784","US-ME-001","Androscoggin","subnational2",233,4447
"1785","US-ME-007","Franklin","subnational2",214,2864
"1786","US-ME-021","Piscataquis","subnational2",209,3270
"1787","US-CT-009","New Haven","subnational2",394,68911
"1788","US-CT-001","Fairfield","subnational2",384,79792
"1789","US-CT-011","New London","subnational2",347,25381
"1790","US-CT-007","Middlesex","subnational2",318,18163
"1791","US-CT-003","Hartford","subnational2",307,73923
"1792","US-CT-005","Litchfield","subnational2",294,47893
"1793","US-CT-013","Tolland","subnational2",275,17507
"1794","US-CT-015","Windham","subnational2",265,10164
"1795","US-PA-017","Bucks","subnational2",347,50014
"1796","US-PA-071","Lancaster","subnational2",342,41734
"1797","US-PA-049","Erie","subnational2",337,15480
"1798","US-PA-045","Delaware","subnational2",328,20185
"1799","US-PA-011","Berks","subnational2",324,24317
"1800","US-PA-027","Centre","subnational2",322,58842
"1801","US-PA-101","Philadelphia","subnational2",322,29777
"1802","US-PA-029","Chester","subnational2",312,63884
"1803","US-PA-043","Dauphin","subnational2",311,18428
"1804","US-PA-041","Cumberland","subnational2",309,24069
"1805","US-PA-091","Montgomery","subnational2",309,55101
"1806","US-PA-095","Northampton","subnational2",307,13843
"1807","US-PA-075","Lebanon","subnational2",292,17993
"1808","US-PA-061","Huntingdon","subnational2",291,15497
"1809","US-PA-063","Indiana","subnational2",286,10791
"1810","US-PA-133","York","subnational2",286,18434
"1811","US-PA-003","Allegheny","subnational2",285,86342
"1812","US-PA-077","Lehigh","subnational2",284,21711
"1813","US-PA-039","Crawford","subnational2",283,13105
"1814","US-PA-111","Somerset","subnational2",279,7043
"1815","US-PA-019","Butler","subnational2",274,17886
"1816","US-PA-079","Luzerne","subnational2",274,9926
"1817","US-PA-129","Westmoreland","subnational2",274,10749
"1818","US-PA-025","Carbon","subnational2",272,5462
"1819","US-PA-055","Franklin","subnational2",271,9731
"1820","US-PA-081","Lycoming","subnational2",271,20126
"1821","US-PA-085","Mercer","subnational2",270,4804
"1822","US-PA-035","Clinton","subnational2",263,4294
"1823","US-PA-009","Bedford","subnational2",260,2741
"1824","US-PA-117","Tioga","subnational2",259,15558
"1825","US-PA-093","Montour","subnational2",258,3583
"1826","US-PA-089","Monroe","subnational2",257,12566
"1827","US-PA-107","Schuylkill","subnational2",257,11547
"1828","US-PA-001","Adams","subnational2",253,7133
"1829","US-PA-007","Beaver","subnational2",253,5683
"1830","US-PA-031","Clarion","subnational2",250,4607
"1831","US-PA-097","Northumberland","subnational2",250,2976
"1832","US-PA-067","Juniata","subnational2",249,2963
"1833","US-PA-021","Cambria","subnational2",245,3132
"1834","US-PA-051","Fayette","subnational2",245,2976
"1835","US-PA-073","Lawrence","subnational2",244,4527
"1836","US-PA-013","Blair","subnational2",243,4951
"1837","US-PA-125","Washington","subnational2",242,7693
"1838","US-PA-083","McKean","subnational2",238,2479
"1839","US-PA-121","Venango","subnational2",238,1678
"1840","US-PA-033","Clearfield","subnational2",236,2613
"1841","US-PA-087","Mifflin","subnational2",236,3098
"1842","US-PA-115","Susquehanna","subnational2",236,7217
"1843","US-PA-005","Armstrong","subnational2",233,6470
"1844","US-PA-099","Perry","subnational2",233,3746
"1845","US-PA-119","Union","subnational2",232,2212
"1846","US-PA-103","Pike","subnational2",228,3643
"1847","US-PA-123","Warren","subnational2",227,1902
"1848","US-PA-037","Columbia","subnational2",222,2235
"1849","US-PA-109","Snyder","subnational2",220,1796
"1850","US-PA-131","Wyoming","subnational2",220,1714
"1851","US-PA-015","Bradford","subnational2",219,3337
"1852","US-PA-057","Fulton","subnational2",218,1998
"1853","US-PA-047","Elk","subnational2",214,1407
"1854","US-PA-053","Forest","subnational2",213,2380
"1855","US-PA-127","Wayne","subnational2",213,3395
"1856","US-PA-105","Potter","subnational2",210,2487
"1857","US-PA-065","Jefferson","subnational2",208,1534
"1858","US-PA-113","Sullivan","subnational2",208,1463
"1859","US-PA-069","Lackawanna","subnational2",205,3940
"1860","US-PA-023","Cameron","subnational2",203,806
"1861","US-PA-059","Greene","subnational2",201,2302
"1862","US-NE-109","Lancaster","subnational2",322,12212
"1863","US-NE-107","Knox","subnational2",321,566
"1864","US-NE-101","Keith","subnational2",307,1946
"1865","US-NE-153","Sarpy","subnational2",304,4013
"1866","US-NE-055","Douglas","subnational2",295,5801
"1867","US-NE-111","Lincoln","subnational2",291,14504
"1868","US-NE-157","Scotts Bluff","subnational2",284,2714
"1869","US-NE-069","Garden","subnational2",265,891
"1870","US-NE-031","Cherry","subnational2",261,1090
"1871","US-NE-051","Dixon","subnational2",261,1944
"1872","US-NE-155","Saunders","subnational2",259,1725
"1873","US-NE-177","Washington","subnational2",259,1141
"1874","US-NE-053","Dodge","subnational2",256,5492
"1875","US-NE-045","Dawes","subnational2",251,1166
"1876","US-NE-141","Platte","subnational2",250,1031
"1877","US-NE-019","Buffalo","subnational2",247,3026
"1878","US-NE-025","Cass","subnational2",247,1748
"1879","US-NE-027","Cedar","subnational2",244,837
"1880","US-NE-159","Seward","subnational2",243,1033
"1881","US-NE-079","Hall","subnational2",239,2118
"1882","US-NE-041","Custer","subnational2",235,2446
"1883","US-NE-105","Kimball","subnational2",234,566
"1884","US-NE-127","Nemaha","subnational2",232,587
"1885","US-NE-131","Otoe","subnational2",231,3146
"1886","US-NE-165","Sioux","subnational2",231,561
"1887","US-NE-083","Harlan","subnational2",228,379
"1888","US-NE-147","Richardson","subnational2",226,427
"1889","US-NE-161","Sheridan","subnational2",226,474
"1890","US-NE-137","Phelps","subnational2",218,380
"1891","US-NE-047","Dawson","subnational2",215,1325
"1892","US-NE-035","Clay","subnational2",213,360
"1893","US-NE-179","Wayne","subnational2",213,276
"1894","US-NE-023","Butler","subnational2",211,240
"1895","US-NE-043","Dakota","subnational2",211,224
"1896","US-NE-057","Dundy","subnational2",210,481
"1897","US-NE-063","Frontier","subnational2",209,653
"1898","US-NE-167","Stanton","subnational2",209,279
"1899","US-NE-067","Gage","subnational2",205,540
"1900","US-NE-021","Burt","subnational2",204,385
"1901","US-NE-123","Morrill","subnational2",203,524
"1902","US-NE-185","York","subnational2",202,424
"1903","US-NE-129","Nuckolls","subnational2",200,341
"1904","US-NE-017","Brown","subnational2",199,196
"1905","US-NE-089","Holt","subnational2",199,234
"1906","US-NE-115","Loup","subnational2",199,509
"1907","US-NE-029","Chase","subnational2",198,274
"1908","US-NE-039","Cuming","subnational2",198,268
"1909","US-NE-087","Hitchcock","subnational2",194,744
"1910","US-NE-119","Madison","subnational2",193,580
"1911","US-NE-133","Pawnee","subnational2",192,229
"1912","US-NE-171","Thomas","subnational2",190,267
"1913","US-NE-081","Hamilton","subnational2",189,307
"1914","US-NE-149","Rock","subnational2",189,223
"1915","US-NE-003","Antelope","subnational2",188,207
"1916","US-NE-095","Jefferson","subnational2",188,316
"1917","US-NE-099","Kearney","subnational2",188,478
"1918","US-NE-135","Perkins","subnational2",187,436
"1919","US-NE-139","Pierce","subnational2",187,180
"1920","US-NE-037","Colfax","subnational2",185,246
"1921","US-NE-097","Johnson","subnational2",183,287
"1922","US-NE-085","Hayes","subnational2",180,240
"1923","US-NE-001","Adams","subnational2",178,379
"1924","US-NE-145","Red Willow","subnational2",177,609
"1925","US-NE-181","Webster","subnational2",177,163
"1926","US-NE-125","Nance","subnational2",174,206
"1927","US-NE-059","Fillmore","subnational2",173,145
"1928","US-NE-121","Merrick","subnational2",173,246
"1929","US-NE-169","Thayer","subnational2",173,149
"1930","US-NE-071","Garfield","subnational2",172,243
"1931","US-NE-113","Logan","subnational2",172,201
"1932","US-NE-151","Saline","subnational2",171,184
"1933","US-NE-183","Wheeler","subnational2",171,98
"1934","US-NE-033","Cheyenne","subnational2",170,354
"1935","US-NE-163","Sherman","subnational2",166,209
"1936","US-NE-013","Box Butte","subnational2",163,229
"1937","US-NE-049","Deuel","subnational2",161,278
"1938","US-NE-073","Gosper","subnational2",161,198
"1939","US-NE-173","Thurston","subnational2",160,102
"1940","US-NE-093","Howard","subnational2",158,171
"1941","US-NE-015","Boyd","subnational2",157,110
"1942","US-NE-075","Grant","subnational2",155,161
"1943","US-NE-091","Hooker","subnational2",155,127
"1944","US-NE-175","Valley","subnational2",155,115
"1945","US-NE-061","Franklin","subnational2",153,134
"1946","US-NE-007","Banner","subnational2",149,206
"1947","US-NE-117","McPherson","subnational2",149,172
"1948","US-NE-103","Keya Paha","subnational2",147,130
"1949","US-NE-009","Blaine","subnational2",146,111
"1950","US-NE-143","Polk","subnational2",145,97
"1951","US-NE-065","Furnas","subnational2",143,200
"1952","US-NE-005","Arthur","subnational2",139,119
"1953","US-NE-077","Greeley","subnational2",133,86
"1954","US-NE-011","Boone","subnational2",126,123
"1955","US-SC-019","Charleston","subnational2",394,44213
"1956","US-SC-043","Georgetown","subnational2",360,12396
"1957","US-SC-013","Beaufort","subnational2",327,15094
"1958","US-SC-053","Jasper","subnational2",322,6808
"1959","US-SC-029","Colleton","subnational2",311,6641
"1960","US-SC-051","Horry","subnational2",311,4848
"1961","US-SC-027","Clarendon","subnational2",278,2857
"1962","US-SC-015","Berkeley","subnational2",271,4216
"1963","US-SC-079","Richland","subnational2",264,9258
"1964","US-SC-007","Anderson","subnational2",263,4302
"1965","US-SC-075","Orangeburg","subnational2",257,3198
"1966","US-SC-045","Greenville","subnational2",249,15884
"1967","US-SC-063","Lexington","subnational2",249,6458
"1968","US-SC-077","Pickens","subnational2",249,4396
"1969","US-SC-003","Aiken","subnational2",248,11532
"1970","US-SC-035","Dorchester","subnational2",231,3497
"1971","US-SC-073","Oconee","subnational2",229,2554
"1972","US-SC-089","Williamsburg","subnational2",222,898
"1973","US-SC-011","Barnwell","subnational2",212,841
"1974","US-SC-055","Kershaw","subnational2",210,3277
"1975","US-SC-065","McCormick","subnational2",210,743
"1976","US-SC-049","Hampton","subnational2",206,854
"1977","US-SC-083","Spartanburg","subnational2",206,43483
"1978","US-SC-085","Sumter","subnational2",203,997
"1979","US-SC-017","Calhoun","subnational2",201,501
"1980","US-SC-091","York","subnational2",199,1972
"1981","US-SC-025","Chesterfield","subnational2",194,992
"1982","US-SC-005","Allendale","subnational2",184,708
"1983","US-SC-041","Florence","subnational2",181,664
"1984","US-SC-047","Greenwood","subnational2",179,1418
"1985","US-SC-059","Laurens","subnational2",179,901
"1986","US-SC-031","Darlington","subnational2",177,788
"1987","US-SC-071","Newberry","subnational2",175,394
"1988","US-SC-061","Lee","subnational2",174,390
"1989","US-SC-069","Marlboro","subnational2",172,123
"1990","US-SC-023","Chester","subnational2",169,311
"1991","US-SC-081","Saluda","subnational2",168,209
"1992","US-SC-039","Fairfield","subnational2",166,192
"1993","US-SC-021","Cherokee","subnational2",163,436
"1994","US-SC-087","Union","subnational2",158,335
"1995","US-SC-057","Lancaster","subnational2",156,269
"1996","US-SC-067","Marion","subnational2",156,97
"1997","US-SC-037","Edgefield","subnational2",148,389
"1998","US-SC-033","Dillon","subnational2",141,217
"1999","US-SC-009","Bamberg","subnational2",134,100
"2000","US-SC-001","Abbeville","subnational2",133,204
"2001","US-ID-001","Ada","subnational2",332,35911
"2002","US-ID-051","Jefferson","subnational2",323,3051
"2003","US-ID-013","Blaine","subnational2",295,3713
"2004","US-ID-043","Fremont","subnational2",291,2318
"2005","US-ID-027","Canyon","subnational2",289,10227
"2006","US-ID-083","Twin Falls","subnational2",279,3594
"2007","US-ID-039","Elmore","subnational2",278,3138
"2008","US-ID-069","Nez Perce","subnational2",278,5120
"2009","US-ID-005","Bannock","subnational2",275,1960
"2010","US-ID-073","Owyhee","subnational2",275,5844
"2011","US-ID-077","Power","subnational2",269,948
"2012","US-ID-017","Bonner","subnational2",268,3060
"2013","US-ID-057","Latah","subnational2",265,18702
"2014","US-ID-085","Valley","subnational2",264,5591
"2015","US-ID-019","Bonneville","subnational2",262,2518
"2016","US-ID-011","Bingham","subnational2",259,793
"2017","US-ID-031","Cassia","subnational2",258,2764
"2018","US-ID-055","Kootenai","subnational2",257,5980
"2019","US-ID-037","Custer","subnational2",255,2029
"2020","US-ID-065","Madison","subnational2",251,1178
"2021","US-ID-059","Lemhi","subnational2",246,3000
"2022","US-ID-049","Idaho","subnational2",242,2232
"2023","US-ID-015","Boise","subnational2",237,2421
"2024","US-ID-047","Gooding","subnational2",237,1581
"2025","US-ID-067","Minidoka","subnational2",234,700
"2026","US-ID-021","Boundary","subnational2",232,1836
"2027","US-ID-007","Bear Lake","subnational2",230,497
"2028","US-ID-003","Adams","subnational2",228,2651
"2029","US-ID-009","Benewah","subnational2",218,2058
"2030","US-ID-045","Gem","subnational2",218,830
"2031","US-ID-023","Butte","subnational2",215,722
"2032","US-ID-087","Washington","subnational2",215,763
"2033","US-ID-029","Caribou","subnational2",212,305
"2034","US-ID-079","Shoshone","subnational2",210,1389
"2035","US-ID-035","Clearwater","subnational2",209,613
"2036","US-ID-025","Camas","subnational2",207,691
"2037","US-ID-081","Teton","subnational2",202,1157
"2038","US-ID-071","Oneida","subnational2",198,537
"2039","US-ID-075","Payette","subnational2",197,938
"2040","US-ID-033","Clark","subnational2",193,415
"2041","US-ID-041","Franklin","subnational2",193,219
"2042","US-ID-053","Jerome","subnational2",190,358
"2043","US-ID-061","Lewis","subnational2",165,222
"2044","US-ID-063","Lincoln","subnational2",146,147
"2045","US-MI-033","Chippewa","subnational2",349,19971
"2046","US-MI-021","Berrien","subnational2",331,18387
"2047","US-MI-115","Monroe","subnational2",319,10261
"2048","US-MI-163","Wayne","subnational2",319,23792
"2049","US-MI-003","Alger","subnational2",308,4005
"2050","US-MI-139","Ottawa","subnational2",304,20858
"2051","US-MI-005","Allegan","subnational2",302,14457
"2052","US-MI-017","Bay","subnational2",302,15884
"2053","US-MI-099","Macomb","subnational2",302,22494
"2054","US-MI-061","Houghton","subnational2",301,4434
"2055","US-MI-121","Muskegon","subnational2",300,11925
"2056","US-MI-161","Washtenaw","subnational2",299,65329
"2057","US-MI-069","Iosco","subnational2",298,13462
"2058","US-MI-103","Marquette","subnational2",297,8472
"2059","US-MI-147","St. Clair","subnational2",294,6657
"2060","US-MI-063","Huron","subnational2",292,5389
"2061","US-MI-145","Saginaw","subnational2",291,8685
"2062","US-MI-101","Manistee","subnational2",290,10075
"2063","US-MI-041","Delta","subnational2",289,2846
"2064","US-MI-083","Keweenaw","subnational2",288,2317
"2065","US-MI-065","Ingham","subnational2",286,18759
"2066","US-MI-125","Oakland","subnational2",281,45604
"2067","US-MI-081","Kent","subnational2",280,40778
"2068","US-MI-013","Baraga","subnational2",279,1744
"2069","US-MI-089","Leelanau","subnational2",276,10677
"2070","US-MI-077","Kalamazoo","subnational2",275,15178
"2071","US-MI-093","Livingston","subnational2",275,12869
"2072","US-MI-105","Mason","subnational2",275,3625
"2073","US-MI-015","Barry","subnational2",273,13631
"2074","US-MI-075","Jackson","subnational2",273,18931
"2075","US-MI-157","Tuscola","subnational2",273,5089
"2076","US-MI-111","Midland","subnational2",272,13625
"2077","US-MI-055","Grand Traverse","subnational2",271,11356
"2078","US-MI-019","Benzie","subnational2",269,4705
"2079","US-MI-097","Mackinac","subnational2",269,3136
"2080","US-MI-159","Van Buren","subnational2",269,3859
"2081","US-MI-029","Charlevoix","subnational2",266,6842
"2082","US-MI-047","Emmet","subnational2",264,3758
"2083","US-MI-049","Genesee","subnational2",262,5789
"2084","US-MI-091","Lenawee","subnational2",262,5124
"2085","US-MI-057","Gratiot","subnational2",261,3384
"2086","US-MI-153","Schoolcraft","subnational2",261,2978
"2087","US-MI-067","Ionia","subnational2",259,2694
"2088","US-MI-037","Clinton","subnational2",258,5530
"2089","US-MI-143","Roscommon","subnational2",257,3963
"2090","US-MI-031","Cheboygan","subnational2",256,3914
"2091","US-MI-025","Calhoun","subnational2",255,9584
"2092","US-MI-073","Isabella","subnational2",255,7821
"2093","US-MI-151","Sanilac","subnational2",252,2593
"2094","US-MI-127","Oceana","subnational2",249,2022
"2095","US-MI-001","Alcona","subnational2",247,2587
"2096","US-MI-007","Alpena","subnational2",247,1253
"2097","US-MI-011","Arenac","subnational2",247,1376
"2098","US-MI-149","St. Joseph","subnational2",247,3861
"2099","US-MI-039","Crawford","subnational2",245,6773
"2100","US-MI-059","Hillsdale","subnational2",242,2497
"2101","US-MI-131","Ontonagon","subnational2",242,695
"2102","US-MI-045","Eaton","subnational2",240,4841
"2103","US-MI-135","Oscoda","subnational2",240,1483
"2104","US-MI-009","Antrim","subnational2",239,3653
"2105","US-MI-087","Lapeer","subnational2",239,4635
"2106","US-MI-165","Wexford","subnational2",238,2010
"2107","US-MI-079","Kalkaska","subnational2",235,2242
"2108","US-MI-023","Branch","subnational2",232,1896
"2109","US-MI-129","Ogemaw","subnational2",232,2159
"2110","US-MI-095","Luce","subnational2",230,1857
"2111","US-MI-141","Presque Isle","subnational2",229,963
"2112","US-MI-113","Missaukee","subnational2",227,1179
"2113","US-MI-117","Montcalm","subnational2",227,1699
"2114","US-MI-123","Newaygo","subnational2",225,872
"2115","US-MI-107","Mecosta","subnational2",222,1277
"2116","US-MI-109","Menominee","subnational2",222,925
"2117","US-MI-035","Clare","subnational2",221,1592
"2118","US-MI-053","Gogebic","subnational2",220,1265
"2119","US-MI-155","Shiawassee","subnational2",218,1039
"2120","US-MI-027","Cass","subnational2",217,1649
"2121","US-MI-043","Dickinson","subnational2",211,1133
"2122","US-MI-137","Otsego","subnational2",211,2596
"2123","US-MI-051","Gladwin","subnational2",209,785
"2124","US-MI-119","Montmorency","subnational2",209,625
"2125","US-MI-133","Osceola","subnational2",209,2031
"2126","US-MI-071","Iron","subnational2",207,629
"2127","US-MI-085","Lake","subnational2",194,666
"2128","US-IL-031","Cook","subnational2",389,177595
"2129","US-IL-097","Lake","subnational2",353,60722
"2130","US-IL-027","Clinton","subnational2",328,6936
"2131","US-IL-043","DuPage","subnational2",315,71670
"2132","US-IL-201","Winnebago","subnational2",315,12896
"2133","US-IL-089","Kane","subnational2",313,31743
"2134","US-IL-119","Madison","subnational2",311,10304
"2135","US-IL-125","Mason","subnational2",306,3773
"2136","US-IL-197","Will","subnational2",306,23522
"2137","US-IL-167","Sangamon","subnational2",302,6082
"2138","US-IL-113","McLean","subnational2",301,9735
"2139","US-IL-057","Fulton","subnational2",298,3656
"2140","US-IL-203","Woodford","subnational2",295,4550
"2141","US-IL-019","Champaign","subnational2",293,12687
"2142","US-IL-051","Fayette","subnational2",292,1019
"2143","US-IL-091","Kankakee","subnational2",291,11198
"2144","US-IL-137","Morgan","subnational2",290,1119
"2145","US-IL-143","Peoria","subnational2",287,4991
"2146","US-IL-039","De Witt","subnational2",286,2142
"2147","US-IL-111","McHenry","subnational2",285,15117
"2148","US-IL-179","Tazewell","subnational2",284,7209
"2149","US-IL-195","Whiteside","subnational2",284,2305
"2150","US-IL-029","Coles","subnational2",283,6432
"2151","US-IL-099","La Salle","subnational2",282,4627
"2152","US-IL-115","Macon","subnational2",282,1283
"2153","US-IL-155","Putnam","subnational2",282,2129
"2154","US-IL-199","Williamson","subnational2",280,8207
"2155","US-IL-077","Jackson","subnational2",279,7652
"2156","US-IL-133","Monroe","subnational2",279,1291
"2157","US-IL-063","Grundy","subnational2",277,3755
"2158","US-IL-037","DeKalb","subnational2",276,3616
"2159","US-IL-141","Ogle","subnational2",275,1762
"2160","US-IL-163","St. Clair","subnational2",275,21140
"2161","US-IL-015","Carroll","subnational2",274,2331
"2162","US-IL-181","Union","subnational2",273,2727
"2163","US-IL-093","Kendall","subnational2",270,7060
"2164","US-IL-103","Lee","subnational2",270,2173
"2165","US-IL-127","Massac","subnational2",268,1792
"2166","US-IL-139","Moultrie","subnational2",268,991
"2167","US-IL-161","Rock Island","subnational2",266,3950
"2168","US-IL-055","Franklin","subnational2",260,1511
"2169","US-IL-123","Marshall","subnational2",259,1060
"2170","US-IL-003","Alexander","subnational2",258,1568
"2171","US-IL-001","Adams","subnational2",256,1618
"2172","US-IL-007","Boone","subnational2",256,1673
"2173","US-IL-009","Brown","subnational2",255,516
"2174","US-IL-013","Calhoun","subnational2",253,1010
"2175","US-IL-081","Jefferson","subnational2",253,1536
"2176","US-IL-011","Bureau","subnational2",252,1995
"2177","US-IL-083","Jersey","subnational2",252,957
"2178","US-IL-183","Vermilion","subnational2",252,1669
"2179","US-IL-017","Cass","subnational2",250,560
"2180","US-IL-075","Iroquois","subnational2",249,926
"2181","US-IL-153","Pulaski","subnational2",249,1774
"2182","US-IL-173","Shelby","subnational2",247,685
"2183","US-IL-087","Johnson","subnational2",246,2623
"2184","US-IL-157","Randolph","subnational2",245,1075
"2185","US-IL-129","Menard","subnational2",241,2537
"2186","US-IL-085","Jo Daviess","subnational2",240,966
"2187","US-IL-041","Douglas","subnational2",239,951
"2188","US-IL-073","Henry","subnational2",238,2074
"2189","US-IL-105","Livingston","subnational2",235,890
"2190","US-IL-177","Stephenson","subnational2",234,607
"2191","US-IL-079","Jasper","subnational2",232,866
"2192","US-IL-095","Knox","subnational2",232,1016
"2193","US-IL-121","Marion","subnational2",232,877
"2194","US-IL-005","Bond","subnational2",231,909
"2195","US-IL-147","Piatt","subnational2",230,804
"2196","US-IL-145","Perry","subnational2",228,621
"2197","US-IL-175","Stark","subnational2",220,533
"2198","US-IL-047","Edwards","subnational2",219,556
"2199","US-IL-067","Hancock","subnational2",219,519
"2200","US-IL-021","Christian","subnational2",217,552
"2201","US-IL-107","Logan","subnational2",217,633
"2202","US-IL-185","Wabash","subnational2",217,157
"2203","US-IL-023","Clark","subnational2",215,377
"2204","US-IL-191","Wayne","subnational2",215,257
"2205","US-IL-053","Ford","subnational2",210,531
"2206","US-IL-071","Henderson","subnational2",210,445
"2207","US-IL-131","Mercer","subnational2",209,445
"2208","US-IL-187","Warren","subnational2",206,328
"2209","US-IL-049","Effingham","subnational2",204,567
"2210","US-IL-101","Lawrence","subnational2",204,243
"2211","US-IL-045","Edgar","subnational2",203,306
"2212","US-IL-165","Saline","subnational2",201,293
"2213","US-IL-117","Macoupin","subnational2",200,520
"2214","US-IL-135","Montgomery","subnational2",200,612
"2215","US-IL-159","Richland","subnational2",198,272
"2216","US-IL-171","Scott","subnational2",198,175
"2217","US-IL-149","Pike","subnational2",197,289
"2218","US-IL-151","Pope","subnational2",196,423
"2219","US-IL-169","Schuyler","subnational2",196,359
"2220","US-IL-035","Cumberland","subnational2",195,401
"2221","US-IL-109","McDonough","subnational2",194,498
"2222","US-IL-059","Gallatin","subnational2",189,168
"2223","US-IL-065","Hamilton","subnational2",189,259
"2224","US-IL-061","Greene","subnational2",187,254
"2225","US-IL-193","White","subnational2",183,1293
"2226","US-IL-189","Washington","subnational2",181,798
"2227","US-IL-033","Crawford","subnational2",164,108
"2228","US-IL-025","Clay","subnational2",153,171
"2229","US-IL-069","Hardin","subnational2",125,148
"2230","US-TN-157","Shelby","subnational2",343,16743
"2231","US-TN-095","Lake","subnational2",333,2110
"2232","US-TN-065","Hamilton","subnational2",311,14622
"2233","US-TN-079","Henry","subnational2",304,2999
"2234","US-TN-037","Davidson","subnational2",300,23056
"2235","US-TN-045","Dyer","subnational2",300,929
"2236","US-TN-131","Obion","subnational2",297,896
"2237","US-TN-085","Humphreys","subnational2",295,1992
"2238","US-TN-071","Hardin","subnational2",287,959
"2239","US-TN-053","Gibson","subnational2",278,804
"2240","US-TN-093","Knox","subnational2",278,24883
"2241","US-TN-163","Sullivan","subnational2",277,11185
"2242","US-TN-161","Stewart","subnational2",275,2176
"2243","US-TN-097","Lauderdale","subnational2",273,611
"2244","US-TN-009","Blount","subnational2",272,7290
"2245","US-TN-179","Washington","subnational2",265,12881
"2246","US-TN-149","Rutherford","subnational2",260,7734
"2247","US-TN-125","Montgomery","subnational2",258,11775
"2248","US-TN-141","Putnam","subnational2",258,4968
"2249","US-TN-165","Sumner","subnational2",256,1388
"2250","US-TN-145","Roane","subnational2",255,2669
"2251","US-TN-029","Cocke","subnational2",253,1782
"2252","US-TN-135","Perry","subnational2",253,1324
"2253","US-TN-019","Carter","subnational2",249,5489
"2254","US-TN-001","Anderson","subnational2",247,4599
"2255","US-TN-075","Haywood","subnational2",247,868
"2256","US-TN-099","Lawrence","subnational2",243,589
"2257","US-TN-167","Tipton","subnational2",243,847
"2258","US-TN-051","Franklin","subnational2",240,1323
"2259","US-TN-115","Marion","subnational2",240,1377
"2260","US-TN-005","Benton","subnational2",239,448
"2261","US-TN-073","Hawkins","subnational2",239,2605
"2262","US-TN-035","Cumberland","subnational2",236,3242
"2263","US-TN-155","Sevier","subnational2",235,6830
"2264","US-TN-119","Maury","subnational2",232,745
"2265","US-TN-177","Warren","subnational2",229,1941
"2266","US-TN-059","Greene","subnational2",228,1932
"2267","US-TN-031","Coffee","subnational2",227,1415
"2268","US-TN-047","Fayette","subnational2",227,1025
"2269","US-TN-185","White","subnational2",227,797
"2270","US-TN-041","DeKalb","subnational2",226,1423
"2271","US-TN-013","Campbell","subnational2",225,1904
"2272","US-TN-113","Madison","subnational2",225,1666
"2273","US-TN-139","Polk","subnational2",225,4376
"2274","US-TN-039","Decatur","subnational2",224,312
"2275","US-TN-103","Lincoln","subnational2",223,890
"2276","US-TN-089","Jefferson","subnational2",216,1072
"2277","US-TN-187","Williamson","subnational2",216,2957
"2278","US-TN-101","Lewis","subnational2",213,3872
"2279","US-TN-189","Wilson","subnational2",212,3008
"2280","US-TN-121","Meigs","subnational2",209,1951
"2281","US-TN-123","Monroe","subnational2",209,869
"2282","US-TN-063","Hamblen","subnational2",208,2676
"2283","US-TN-091","Johnson","subnational2",206,873
"2284","US-TN-151","Scott","subnational2",206,834
"2285","US-TN-017","Carroll","subnational2",202,225
"2286","US-TN-105","Loudon","subnational2",202,1281
"2287","US-TN-143","Rhea","subnational2",202,942
"2288","US-TN-011","Bradley","subnational2",201,1484
"2289","US-TN-021","Cheatham","subnational2",195,725
"2290","US-TN-007","Bledsoe","subnational2",193,740
"2291","US-TN-043","Dickson","subnational2",193,984
"2292","US-TN-171","Unicoi","subnational2",192,1129
"2293","US-TN-183","Weakley","subnational2",191,350
"2294","US-TN-133","Overton","subnational2",190,313
"2295","US-TN-159","Smith","subnational2",187,530
"2296","US-TN-173","Union","subnational2",186,800
"2297","US-TN-077","Henderson","subnational2",185,532
"2298","US-TN-175","Van Buren","subnational2",182,309
